date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),site number,site name
20/08/24,73.81,105.23,15.73,18.55,27.22,34.42,8.92,0.57,31.1,4.25,5.28,,,,4.55,29.64,85.04,0.88,268.84,0.01,0.01,65.93,,,5345,Sector-51
21/08/24,32.83,,23.41,10.64,36.79,,56.9,2.03,28.34,4.1,6.43,3.13,,2.84,3.19,,83.34,0.65,234.35,0.0,0.0,214.82,725.77,-0.05,146,Vikas Sadan
21/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/08/24,54.5,87.2,4.58,6.65,12.77,53.77,3.3,0.6,18.27,3.07,19.02,,,2.35,1.8,31.73,82.6,32.02,8.97,,0.0,1.0,,,5344,Teri Gram
21/08/24,69.67,113.5,15.66,18.63,27.51,34.29,9.68,0.66,31.19,4.32,5.35,,,,4.54,30.45,75.3,0.73,242.56,0.0,0.0,175.53,,,5345,Sector-51
22/08/24,37.77,,24.25,10.66,38.38,,18.61,1.7,29.89,4.3,6.48,2.94,,2.47,3.21,,78.12,0.68,250.61,0.0,0.0,255.38,729.98,-0.05,146,Vikas Sadan
22/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/08/24,63.04,97.34,4.76,6.42,13.81,50.3,3.25,0.55,19.08,4.18,22.67,,,2.03,1.91,28.82,89.86,,,,0.0,,,,5344,Teri Gram
22/08/24,37.25,68.99,15.71,18.62,27.46,34.36,8.3,0.58,31.09,4.32,5.33,,,,4.51,31.05,77.66,0.8,234.4,0.0,0.0,172.62,,,5345,Sector-51
23/08/24,35.2,,22.95,10.96,36.99,,16.32,1.55,28.23,4.16,6.48,3.2,,2.74,3.13,,88.62,0.61,211.74,0.0,0.0,124.57,732.65,-0.05,146,Vikas Sadan
23/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/08/24,27.11,36.9,5.59,5.16,20.17,59.84,3.06,0.65,15.0,4.25,18.73,,,3.04,5.38,28.06,97.04,0.28,88.12,,0.0,206.49,,,5344,Teri Gram
23/08/24,50.83,78.23,15.78,18.63,27.37,34.24,8.73,0.61,30.85,4.35,5.35,,,,4.53,29.15,88.47,0.67,229.21,0.0,0.0,72.82,,,5345,Sector-51
24/08/24,51.24,,23.09,11.23,38.12,,25.86,1.56,27.46,4.17,6.51,3.2,,2.72,3.06,,92.71,0.64,202.8,0.04,0.04,125.49,723.9,-0.06,146,Vikas Sadan
24/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/08/24,49.3,64.06,4.89,3.74,19.5,44.16,3.36,0.53,16.48,7.2,25.51,,,8.92,19.02,28.03,99.13,0.39,88.46,,0.0,299.58,,,5344,Teri Gram
24/08/24,70.66,95.4,15.73,18.62,27.55,34.3,7.36,1.23,31.88,4.32,5.32,,,,4.55,30.17,91.48,0.58,214.07,0.1,0.1,99.12,,,5345,Sector-51
25/08/24,30.09,,22.06,13.32,39.96,,55.54,1.44,19.96,3.96,6.44,3.43,,2.96,2.58,,87.06,0.61,163.31,0.03,0.02,163.54,727.72,-0.03,146,Vikas Sadan
25/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/08/24,22.22,28.96,4.4,3.21,18.18,38.33,3.14,0.49,17.62,5.61,24.1,,,7.76,17.61,28.03,99.13,0.77,84.49,,0.0,230.27,,,5344,Teri Gram
25/08/24,37.31,51.82,15.95,17.64,24.98,36.32,5.58,0.59,30.82,3.64,4.97,,,,4.73,29.53,87.48,0.44,219.88,0.08,0.08,97.38,,,5345,Sector-51
26/08/24,45.23,,21.58,13.06,39.46,,18.99,1.34,12.41,3.46,6.29,3.73,,3.41,2.67,,92.69,0.7,125.34,0.01,0.01,77.41,735.94,-0.02,146,Vikas Sadan
26/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/08/24,23.26,29.85,3.6,2.01,17.86,34.82,2.67,0.8,16.84,2.6,15.34,,,4.92,11.85,30.07,84.46,1.23,87.15,,0.0,319.37,,,5344,Teri Gram
26/08/24,54.47,91.45,15.82,17.89,27.39,35.69,5.84,0.61,30.97,3.96,5.27,,,,4.68,29.56,90.81,0.5,139.8,0.83,0.77,140.72,,,5345,Sector-51
27/08/24,33.09,,29.35,9.57,45.7,,19.98,1.77,32.66,5.58,7.13,2.69,,1.77,3.53,,90.08,0.88,97.87,0.23,0.09,164.29,741.74,-0.05,146,Vikas Sadan
27/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/08/24,27.56,35.83,4.28,2.28,19.91,43.04,3.64,0.54,18.61,2.11,12.41,,,6.42,12.83,30.15,82.72,1.09,91.44,,0.0,214.57,,,5344,Teri Gram
27/08/24,83.28,136.39,15.75,18.75,27.52,33.51,5.3,0.6,30.42,4.1,3.84,,,,4.47,28.36,99.05,0.71,192.12,0.07,0.06,113.13,,,5345,Sector-51
28/08/24,39.9,,23.39,10.88,37.21,,30.15,1.55,28.05,4.14,6.48,3.2,,2.77,3.19,,91.9,0.84,197.15,0.06,0.06,147.63,727.46,-0.06,146,Vikas Sadan
28/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/08/24,25.12,32.64,3.68,3.31,17.53,36.63,3.26,0.68,20.54,1.92,11.53,,,5.81,13.3,29.0,88.85,0.64,103.26,,0.0,298.76,,,5344,Teri Gram
28/08/24,56.69,104.98,15.73,18.67,27.55,34.33,5.59,0.68,30.77,4.33,5.33,,,,4.53,28.0,97.48,0.56,173.96,0.2,0.2,123.7,,,5345,Sector-51
29/08/24,32.59,,24.94,10.21,38.69,,25.09,1.62,27.23,4.58,6.68,3.25,,2.7,3.46,,95.7,0.89,254.13,0.14,0.11,65.61,722.95,-0.06,146,Vikas Sadan
29/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/08/24,36.44,47.39,4.39,3.46,13.78,32.11,3.16,0.54,18.23,1.89,11.46,,,5.38,13.54,26.45,99.08,0.69,107.88,,0.0,93.89,,,5344,Teri Gram
29/08/24,67.45,105.07,15.72,18.55,27.34,34.42,5.96,0.76,29.8,4.27,5.4,,,,4.5,26.73,,0.72,168.68,0.54,0.51,75.2,,,5345,Sector-51
30/08/24,46.47,,22.76,11.38,38.29,,20.46,1.49,26.54,4.13,6.48,3.21,,2.66,2.67,,84.72,0.86,251.14,0.0,0.0,232.52,727.82,-0.06,146,Vikas Sadan
30/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
30/08/24,53.79,69.97,4.16,3.83,13.74,55.55,2.92,0.61,16.01,2.4,12.3,,,5.75,14.14,29.93,82.06,0.39,148.47,,0.0,468.79,,,5344,Teri Gram
30/08/24,68.46,125.94,15.47,18.4,27.34,34.39,6.29,0.82,29.49,4.23,5.41,,,,4.51,29.63,84.59,0.65,164.03,0.0,0.0,150.71,,,5345,Sector-51
31/08/24,42.29,,23.61,10.5,37.5,,20.93,1.44,28.03,4.16,6.55,3.13,,2.77,3.31,,83.4,0.89,260.73,0.0,0.0,217.24,727.91,-0.06,146,Vikas Sadan
31/08/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
31/08/24,37.57,48.87,4.17,2.71,16.1,41.09,3.3,0.46,21.62,2.58,12.67,,,5.81,14.16,33.7,66.14,0.27,210.71,,0.0,431.38,,,5344,Teri Gram
31/08/24,75.41,135.63,15.57,18.55,27.37,34.65,7.72,0.74,30.91,4.24,5.39,,,,4.55,30.8,79.32,1.18,299.46,0.0,0.0,159.96,,,5345,Sector-51
01/09/24,53.6,,25.29,11.07,36.29,,20.71,2.77,28.07,2.48,7.02,3.22,,2.95,3.35,,92.28,0.51,263.04,0.0,0.0,52.61,721.41,-0.02,146,Vikas Sadan
01/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/09/24,62.73,131.49,17.37,29.82,29.59,182.04,5.08,0.81,11.11,10.64,22.92,,,7.2,8.55,10.35,99.21,0.75,301.78,,0.0,33.29,,,5344,Teri Gram
01/09/24,85.23,155.4,15.6,18.63,27.48,34.32,1.58,1.53,49.92,4.3,5.32,,,,4.56,10.5,99.94,1.39,305.55,0.0,0.0,31.89,,,5345,Sector-51
02/09/24,64.13,,23.19,10.89,37.86,,21.08,2.82,27.5,2.42,6.48,3.21,,2.7,3.19,,58.58,0.73,228.0,0.0,0.0,83.54,724.29,-0.03,146,Vikas Sadan
02/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/09/24,81.12,399.11,18.69,29.09,30.26,123.69,3.05,0.55,10.23,4.49,22.09,,,3.42,4.99,,,0.74,226.28,,0.0,191.02,,,5344,Teri Gram
02/09/24,91.22,222.64,15.66,18.54,27.04,34.34,2.78,1.0,49.79,4.23,5.27,,,,4.5,15.72,51.96,0.81,244.97,0.0,0.0,65.58,,,5345,Sector-51
03/09/24,48.36,,23.44,10.45,37.7,,27.4,2.74,27.13,2.46,6.66,3.24,,2.77,3.32,,46.26,0.87,263.76,0.0,0.0,117.57,727.7,0.01,146,Vikas Sadan
03/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/09/24,102.71,200.31,9.11,31.85,40.96,72.71,3.08,0.45,31.41,2.34,15.29,,,3.21,3.22,18.57,50.58,0.78,255.41,,0.0,230.07,,,5344,Teri Gram
03/09/24,91.88,143.07,15.65,18.6,27.59,34.28,2.73,0.69,49.93,4.32,5.33,,,,4.53,19.5,47.19,1.4,288.95,0.0,0.0,109.63,,,5345,Sector-51
04/09/24,153.65,,23.18,10.97,37.83,,32.82,3.01,27.81,4.13,6.47,3.17,,2.68,3.0,,21.37,0.51,152.17,0.0,0.0,194.81,730.09,-0.04,146,Vikas Sadan
04/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/09/24,95.41,324.54,63.62,32.79,96.41,294.2,2.95,0.62,23.55,3.82,42.29,,,8.32,5.26,27.5,28.01,0.73,163.4,,0.0,207.59,,,5344,Teri Gram
04/09/24,153.25,218.92,15.65,18.63,27.44,34.37,2.62,1.38,49.94,4.32,5.3,,,,4.52,31.16,17.66,0.76,238.84,0.0,0.0,133.4,,,5345,Sector-51
05/09/24,46.32,,23.47,10.73,37.61,,19.77,2.99,26.6,4.12,6.54,3.15,,2.76,3.14,,41.13,1.67,92.81,0.0,0.0,189.92,730.52,0.15,146,Vikas Sadan
05/09/24,58.18,174.91,2.11,12.42,14.53,,,0.7,70.58,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/09/24,86.07,211.31,1.37,16.22,9.48,125.9,4.58,0.77,67.54,4.34,46.58,,,1.94,6.0,32.92,40.76,1.55,93.83,,0.0,207.26,,,5344,Teri Gram
05/09/24,74.84,165.01,15.64,19.0,26.0,32.62,5.25,0.82,51.03,4.25,3.74,,,,4.49,31.85,43.58,0.7,99.92,0.0,0.0,186.53,,,5345,Sector-51
06/09/24,38.35,,23.28,10.83,37.38,,25.76,2.01,27.93,4.11,6.51,3.15,,2.72,3.2,,19.79,0.58,259.28,0.0,0.0,257.71,737.32,0.0,146,Vikas Sadan
06/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/09/24,24.66,116.55,2.27,30.86,15.29,149.13,3.2,0.46,12.23,2.65,16.28,,,3.25,1.92,37.51,12.7,0.89,270.94,,0.0,300.95,,,5344,Teri Gram
06/09/24,101.12,203.83,15.58,18.62,27.45,34.31,2.56,0.73,33.46,3.98,10.9,,,,11.93,36.09,20.52,1.44,287.7,0.0,0.0,218.57,,,5345,Sector-51
07/09/24,52.42,,23.37,10.85,37.47,,14.52,2.01,27.98,4.15,6.55,3.14,,2.76,3.17,,83.6,0.83,155.8,0.0,0.0,148.75,730.89,0.02,146,Vikas Sadan
07/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/09/24,50.48,74.0,3.02,6.82,17.98,78.72,3.34,1.24,19.48,2.86,34.49,,,2.81,3.47,33.71,58.95,0.9,104.97,,0.0,127.88,,,5344,Teri Gram
07/09/24,61.16,129.42,15.76,18.7,27.58,34.29,1.83,1.63,31.07,4.32,4.36,,,,13.41,29.94,82.57,0.61,186.27,0.12,0.11,115.86,,,5345,Sector-51
08/09/24,32.98,,23.71,10.73,37.69,,28.84,2.03,28.25,4.23,6.59,3.13,,2.71,3.22,,90.93,0.73,142.14,0.01,0.01,161.54,728.7,-0.05,146,Vikas Sadan
08/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/09/24,45.77,78.57,4.7,4.62,8.2,27.08,2.94,0.54,23.04,2.58,17.26,,,2.72,2.06,32.81,69.25,,,,0.0,,,,5344,Teri Gram
08/09/24,33.83,119.78,15.66,18.63,27.51,34.14,9.31,0.68,29.94,4.08,2.91,,,,8.97,29.06,99.21,0.55,224.61,0.25,0.24,135.03,,,5345,Sector-51
09/09/24,33.3,,29.2,7.72,43.44,,20.55,1.8,37.24,5.39,7.18,2.73,,1.98,4.03,,88.31,0.86,264.14,0.0,0.0,194.21,734.6,-0.04,146,Vikas Sadan
09/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
09/09/24,51.14,83.27,4.71,3.83,26.72,79.93,10.19,0.35,16.27,2.12,6.92,,,4.0,6.93,31.11,86.62,0.3,181.54,,0.0,292.59,,,5344,Teri Gram
09/09/24,59.93,94.35,15.71,18.65,27.55,34.22,4.29,0.7,35.29,4.33,5.35,,,,4.51,30.76,80.92,0.76,243.81,0.0,0.0,140.76,,,5345,Sector-51
10/09/24,51.02,,23.51,11.05,38.27,,18.3,1.13,28.03,4.25,6.62,3.18,,2.74,3.36,,65.02,0.87,265.34,0.0,0.0,109.83,723.03,-0.05,146,Vikas Sadan
10/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
10/09/24,62.0,91.06,9.79,9.75,16.22,54.88,4.97,0.32,16.93,3.26,10.31,,,2.02,7.78,33.1,43.65,0.33,235.06,,0.0,380.49,,,5344,Teri Gram
10/09/24,70.4,100.57,15.56,18.66,27.22,34.24,4.58,1.03,23.8,4.21,5.26,,,,4.5,28.64,64.13,1.18,298.19,0.0,0.0,85.68,,,5345,Sector-51
11/09/24,82.44,,41.21,21.64,52.64,,7.72,3.44,29.86,7.25,7.08,3.31,,3.97,4.57,,74.67,0.86,266.63,0.0,0.0,67.05,703.74,-0.05,146,Vikas Sadan
11/09/24,153.9,166.55,4.69,3.68,4.27,,,0.99,83.64,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/09/24,100.34,133.79,4.13,3.81,16.45,33.54,4.6,2.48,32.84,1.74,5.64,,,2.73,2.18,24.25,73.36,0.4,76.14,,0.0,247.52,,,5344,Teri Gram
11/09/24,101.64,135.11,22.83,26.24,23.46,49.32,6.73,0.76,43.3,2.83,3.91,,,,4.89,22.16,90.25,1.07,272.87,0.0,0.0,42.99,,,5345,Sector-51
12/09/24,58.2,,42.0,19.21,50.35,,7.92,3.39,28.16,7.28,7.06,3.38,,4.0,4.54,,70.3,0.9,263.37,0.0,0.0,50.26,703.69,-0.05,146,Vikas Sadan
12/09/24,72.62,139.49,9.3,34.61,25.97,,,1.83,61.28,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/09/24,71.41,102.04,4.69,12.28,26.45,51.09,6.72,1.43,12.2,2.43,3.7,,,1.69,1.76,18.68,60.94,0.28,132.2,,0.0,193.16,,,5344,Teri Gram
12/09/24,118.4,270.0,11.9,5.13,22.86,34.09,17.59,0.93,32.5,4.3,5.32,,,,4.49,28.14,40.73,0.83,271.68,0.0,0.0,44.74,,,5345,Sector-51
13/09/24,36.4,,23.8,10.65,37.71,,10.35,1.57,28.65,4.23,6.56,3.18,,2.69,3.15,,95.54,0.88,247.36,0.66,0.63,48.9,720.02,-0.04,146,Vikas Sadan
13/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/09/24,17.66,26.57,3.58,5.09,27.07,55.03,9.61,0.47,14.41,1.79,9.86,,,3.7,8.08,25.36,99.13,0.54,200.14,,0.0,81.58,,,5344,Teri Gram
13/09/24,33.44,61.91,15.76,17.97,27.81,35.62,4.6,0.49,33.21,4.33,5.36,,,,4.54,24.03,,0.95,209.9,1.81,1.76,41.25,,,5345,Sector-51
14/09/24,41.58,,23.42,10.87,37.44,,10.57,1.56,27.96,4.15,6.53,3.17,,2.75,3.13,,94.76,0.93,249.74,0.0,0.0,135.78,730.17,-0.05,146,Vikas Sadan
14/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/09/24,33.77,50.7,3.81,5.01,26.3,54.09,10.86,0.49,14.1,1.8,11.1,,,5.54,10.01,25.41,99.13,0.27,122.83,,0.0,252.08,,,5344,Teri Gram
14/09/24,57.03,84.81,15.65,18.64,27.53,34.13,4.6,0.59,33.12,4.31,5.33,,,,4.5,26.72,99.54,0.91,218.09,0.0,0.0,107.73,,,5345,Sector-51
15/09/24,38.51,,23.84,11.7,37.76,,11.11,1.53,22.77,4.07,6.55,3.27,,3.04,3.4,,90.96,0.95,260.25,0.0,0.0,166.82,723.65,-0.05,146,Vikas Sadan
15/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/09/24,48.65,73.02,3.75,5.08,26.36,54.13,8.42,0.47,14.26,1.94,11.54,,,5.21,9.77,25.41,99.13,0.32,183.93,,0.0,403.02,,,5344,Teri Gram
15/09/24,96.53,134.81,15.0,19.83,21.15,32.05,3.81,0.38,33.06,3.05,4.07,,,,3.86,28.84,80.09,1.05,263.17,0.0,0.0,170.88,,,5345,Sector-51
16/09/24,43.77,,21.87,11.18,34.76,,10.32,1.52,29.07,3.92,6.49,3.16,,2.88,3.26,,83.29,0.95,270.24,0.0,0.0,190.85,723.57,-0.03,146,Vikas Sadan
16/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/09/24,46.8,70.2,5.71,4.91,27.99,53.15,10.66,0.31,18.66,2.09,10.5,,,4.37,9.16,29.03,80.72,0.34,192.15,,0.0,414.86,,,5344,Teri Gram
16/09/24,78.88,110.22,15.64,18.59,27.48,34.52,3.82,0.58,34.26,4.33,5.35,,,,4.56,28.99,83.52,1.12,253.16,0.0,0.0,138.24,,,5345,Sector-51
17/09/24,46.86,,23.42,10.84,37.11,,23.55,1.57,27.94,4.1,6.49,3.19,,2.73,3.2,,83.64,0.88,265.25,0.0,0.0,161.8,723.61,-0.05,146,Vikas Sadan
17/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
17/09/24,61.25,91.98,5.59,4.4,25.05,40.54,15.22,0.46,22.44,2.57,8.57,,,3.6,7.18,32.66,60.84,0.32,204.58,,0.0,361.94,,,5344,Teri Gram
17/09/24,86.72,108.41,15.91,17.34,28.4,37.34,5.05,1.01,34.13,4.44,5.79,,,,5.01,30.78,81.63,0.89,229.71,0.0,0.0,168.46,,,5345,Sector-51
18/09/24,44.32,,23.77,11.46,38.33,,8.12,1.44,27.43,4.05,6.54,3.31,,2.77,2.49,,90.96,0.69,253.75,0.18,0.17,86.1,727.99,-0.04,146,Vikas Sadan
18/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
18/09/24,15.81,23.54,3.77,3.49,19.57,38.19,7.86,0.63,20.03,2.68,10.34,,,3.74,7.39,30.42,69.41,0.48,115.82,,0.0,101.55,,,5344,Teri Gram
18/09/24,71.69,102.77,15.85,17.32,27.97,36.61,4.27,0.65,33.75,4.36,5.44,,,,4.91,28.33,81.63,0.76,250.75,0.07,0.05,52.51,,,5345,Sector-51
19/09/24,42.54,,18.86,13.07,35.9,,8.99,1.47,27.58,3.9,6.32,3.34,,3.09,2.41,,91.64,0.51,208.8,0.0,0.0,161.0,723.99,-0.02,146,Vikas Sadan
19/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
19/09/24,21.46,38.77,2.77,2.7,8.5,35.42,3.97,0.6,20.5,1.74,6.85,,,1.96,4.36,26.24,99.1,0.69,72.28,,0.0,300.42,,,5344,Teri Gram
19/09/24,53.98,74.81,15.67,18.17,24.05,35.23,3.59,0.5,33.25,3.73,4.78,,,,4.66,26.85,99.33,0.56,263.34,0.01,0.01,112.85,,,5345,Sector-51
20/09/24,33.59,,27.94,8.49,40.64,,14.6,1.81,38.55,5.12,6.89,2.67,,1.87,3.7,,77.29,0.68,242.77,0.0,0.0,189.99,728.77,-0.04,146,Vikas Sadan
20/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
20/09/24,46.85,71.71,3.52,1.93,13.56,45.08,4.77,0.77,6.14,1.89,9.47,,,2.78,6.25,28.41,99.13,0.4,62.71,,0.0,452.82,,,5344,Teri Gram
20/09/24,68.87,98.38,15.68,18.59,27.63,34.26,4.64,0.5,34.24,4.32,5.06,,,,4.52,28.57,79.84,0.57,204.59,0.0,0.0,136.12,,,5345,Sector-51
21/09/24,34.52,,23.4,10.89,37.4,,11.04,1.46,28.09,4.13,6.46,3.14,,2.74,3.23,,83.33,0.89,257.66,0.0,0.0,149.65,724.68,-0.05,146,Vikas Sadan
21/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/09/24,49.29,73.98,3.4,1.87,13.33,45.21,5.7,0.81,5.55,2.29,9.4,,,3.55,6.96,28.41,99.13,0.34,103.83,,0.0,378.38,,,5344,Teri Gram
21/09/24,64.58,92.47,15.65,18.7,27.46,34.17,3.66,0.74,33.98,4.32,5.32,,,,4.49,29.96,72.51,0.58,194.91,0.0,0.0,117.28,,,5345,Sector-51
22/09/24,43.48,,23.4,10.51,37.69,,43.57,,28.03,4.26,6.51,3.24,,2.74,3.33,,83.38,0.91,260.38,0.0,0.0,116.74,725.02,-0.05,146,Vikas Sadan
22/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/09/24,54.19,82.05,3.45,2.05,13.5,44.99,6.19,0.79,5.85,2.44,9.74,,,3.99,7.18,28.41,99.13,0.23,143.67,,0.0,343.64,,,5344,Teri Gram
22/09/24,104.53,127.4,15.64,18.63,27.52,34.31,3.95,0.93,34.7,4.31,5.34,,,,4.54,30.64,77.65,0.95,275.72,0.0,0.0,117.98,,,5345,Sector-51
23/09/24,43.54,,23.49,10.9,37.22,,11.99,1.32,27.83,4.12,6.48,3.15,,2.72,3.19,,81.42,0.92,261.79,0.0,0.0,144.85,723.38,-0.05,146,Vikas Sadan
23/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/09/24,30.95,46.44,3.41,2.13,13.15,45.63,5.67,0.78,5.56,3.38,10.45,,,4.87,8.45,28.41,99.13,0.25,169.88,,0.0,345.58,,,5344,Teri Gram
23/09/24,91.98,136.74,15.78,18.11,27.82,35.56,3.57,0.77,38.04,4.36,5.73,,,,4.58,31.21,73.9,0.86,273.17,0.0,0.0,86.42,,,5345,Sector-51
24/09/24,42.78,,23.39,10.75,37.2,,11.78,1.25,28.31,4.14,6.48,3.17,,2.74,3.22,,82.66,0.94,259.02,0.0,0.0,118.64,724.32,-0.06,146,Vikas Sadan
24/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/09/24,46.93,69.97,5.15,3.76,12.96,41.04,9.28,0.73,11.52,3.2,9.49,,,5.25,8.36,31.83,75.99,0.26,95.96,,0.0,318.76,,,5344,Teri Gram
24/09/24,106.9,152.69,15.12,22.02,25.11,27.49,4.51,0.83,44.88,4.02,3.94,,,,3.53,32.47,72.42,0.75,257.04,0.0,0.0,96.63,,,5345,Sector-51
25/09/24,26.18,,23.41,10.9,37.22,,13.09,1.25,27.68,4.11,6.46,3.18,,2.76,3.19,,82.92,0.69,258.32,0.0,0.0,135.02,725.51,-0.03,146,Vikas Sadan
25/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/09/24,57.83,86.77,5.58,4.85,12.53,29.78,6.47,0.71,15.6,2.63,8.31,,,4.08,6.09,33.46,61.61,0.62,89.9,,0.0,352.45,,,5344,Teri Gram
25/09/24,62.44,83.51,15.7,18.54,27.09,34.59,3.33,0.74,42.5,4.28,5.39,,,,4.55,30.91,78.65,0.73,167.48,0.0,0.0,112.78,,,5345,Sector-51
26/09/24,29.21,,23.53,10.75,37.77,,31.7,1.21,26.74,4.07,6.59,3.14,,2.77,3.22,,83.74,0.52,247.76,0.0,0.0,100.37,727.26,-0.03,146,Vikas Sadan
26/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/09/24,32.26,48.75,5.9,5.17,15.5,31.38,5.95,0.78,9.84,1.76,7.5,,,3.15,5.33,31.55,73.03,0.72,90.52,,0.0,292.09,,,5344,Teri Gram
26/09/24,73.29,104.69,15.09,21.94,25.55,27.87,4.11,0.44,43.66,4.0,3.9,,,,3.62,30.82,82.78,0.56,172.38,0.01,0.01,99.59,,,5345,Sector-51
27/09/24,27.02,,23.37,10.83,37.16,,13.71,1.23,27.27,4.07,6.48,3.13,,2.72,3.22,,81.92,0.49,201.56,0.0,0.0,115.67,732.55,-0.02,146,Vikas Sadan
27/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/09/24,20.93,31.41,5.0,3.79,13.08,30.37,6.6,0.5,10.1,1.49,8.33,,,3.16,5.48,31.91,72.63,0.93,89.88,,0.0,368.36,,,5344,Teri Gram
27/09/24,43.8,62.57,15.64,18.64,27.49,34.36,5.0,0.41,41.6,4.32,5.33,,,,4.55,28.54,82.42,0.62,116.17,0.0,0.0,89.85,,,5345,Sector-51
28/09/24,40.73,,23.41,10.83,37.61,,11.49,1.2,27.91,4.18,6.48,3.15,,2.66,3.08,,87.53,0.58,234.81,0.0,0.0,117.26,731.37,-0.05,146,Vikas Sadan
28/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/09/24,20.56,31.13,4.13,2.75,10.58,30.37,6.32,0.37,12.43,1.3,8.05,,,2.34,4.88,31.91,72.63,0.59,87.98,,0.0,304.92,,,5344,Teri Gram
28/09/24,53.48,76.4,15.58,18.65,27.49,34.37,4.25,0.41,42.08,4.31,5.33,,,,4.53,27.18,88.47,0.56,198.78,0.0,0.0,83.0,,,5345,Sector-51
29/09/24,46.91,,23.4,10.82,37.44,,12.38,1.24,27.94,4.13,6.53,3.18,,2.73,3.25,,85.68,0.75,253.32,0.0,0.0,112.46,722.68,-0.05,146,Vikas Sadan
29/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/09/24,29.59,44.41,4.15,2.75,10.55,30.37,7.19,0.37,12.36,2.0,9.02,,,3.18,5.78,31.91,72.63,0.42,80.31,,0.0,310.38,,,5344,Teri Gram
