date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),site number,site name
29/09/24,67.45,97.22,15.65,18.64,26.97,34.18,3.82,0.53,42.68,4.26,5.27,,,,4.6,28.23,85.8,0.56,207.99,0.0,0.0,102.82,,,5345,Sector-51
30/09/24,52.12,,23.86,11.14,37.48,,12.78,1.19,25.15,4.17,6.52,3.22,,2.8,3.28,,83.39,0.9,263.27,0.0,0.0,123.82,722.41,-0.05,146,Vikas Sadan
30/09/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
30/09/24,56.87,85.2,4.62,3.21,13.31,37.94,7.95,0.57,11.89,2.69,10.12,,,4.51,7.02,32.15,67.07,0.31,179.29,,0.0,333.92,,,5344,Teri Gram
30/09/24,75.28,107.56,15.67,18.6,27.24,34.42,4.02,0.7,43.39,4.27,5.31,,,,4.54,29.44,78.73,0.93,242.86,0.0,0.0,96.55,,,5345,Sector-51
01/10/24,56.28,,25.2,10.88,37.16,,20.82,2.77,27.71,2.47,6.65,3.18,,2.76,3.15,,91.82,0.61,275.16,0.0,0.0,61.62,722.43,-0.02,146,Vikas Sadan
01/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/10/24,66.51,128.69,18.96,27.14,23.58,164.36,4.87,0.49,10.9,4.68,12.7,,,3.37,4.89,10.03,91.44,0.93,286.18,,0.0,128.92,,,5344,Teri Gram
01/10/24,104.44,144.04,15.63,18.63,27.57,34.32,1.68,1.32,49.93,4.32,5.35,,,,4.54,9.61,99.33,1.39,308.21,0.0,0.0,41.3,,,5345,Sector-51
02/10/24,117.33,,23.47,10.53,37.43,,21.1,2.72,27.21,2.48,6.67,3.29,,2.77,3.27,,68.74,0.75,200.34,0.0,0.0,70.65,717.47,-0.04,146,Vikas Sadan
02/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/10/24,163.51,356.85,26.82,30.01,32.93,129.32,3.41,0.86,10.33,11.92,28.35,,,8.47,11.85,,,0.65,147.97,,0.0,173.21,,,5344,Teri Gram
02/10/24,262.95,423.93,15.67,18.66,27.48,34.24,2.81,2.69,49.94,4.33,5.36,,,,4.52,15.36,58.65,0.85,267.16,0.0,0.0,69.88,,,5345,Sector-51
03/10/24,57.17,,23.41,10.79,37.37,,34.05,2.76,28.02,2.45,6.59,3.15,,2.79,3.2,,46.74,0.7,212.79,0.0,0.0,143.23,728.4,-0.02,146,Vikas Sadan
03/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/10/24,153.57,271.09,35.21,33.14,68.36,77.39,2.86,0.57,31.4,2.34,15.29,,,3.21,3.22,18.95,52.01,0.72,200.07,,0.0,190.42,,,5344,Teri Gram
03/10/24,117.26,217.41,15.73,18.61,27.48,34.44,2.94,1.05,49.94,4.33,5.34,,,,4.55,20.58,44.94,0.86,262.02,0.0,0.0,131.16,,,5345,Sector-51
04/10/24,148.25,,23.45,10.86,37.33,,24.69,2.97,28.0,4.11,6.48,3.2,,2.73,3.18,,21.89,0.51,164.58,0.0,0.0,200.1,729.59,-0.04,146,Vikas Sadan
04/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/10/24,119.85,330.51,39.21,35.55,53.65,244.71,3.49,0.45,24.65,2.74,30.39,,,8.32,5.28,26.93,31.55,0.76,123.76,,0.0,217.27,,,5344,Teri Gram
04/10/24,166.41,237.72,15.79,18.6,27.46,34.36,2.77,1.23,49.95,4.33,5.33,,,,4.56,31.16,17.66,0.69,190.59,0.0,0.0,147.47,,,5345,Sector-51
05/10/24,62.6,,22.74,10.66,35.62,,14.12,2.98,29.61,4.08,6.37,3.12,,2.85,3.2,,39.57,1.47,95.69,0.0,0.0,209.33,731.17,0.13,146,Vikas Sadan
05/10/24,74.47,219.21,2.88,13.43,16.31,,,0.89,77.32,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/10/24,143.43,227.6,1.1,16.91,8.83,103.74,4.64,0.91,101.61,3.2,54.14,,,2.22,3.8,28.4,55.65,1.59,120.34,,0.0,197.2,,,5344,Teri Gram
05/10/24,83.38,178.63,15.69,18.77,25.69,34.63,2.66,0.86,49.52,4.04,4.99,,,,4.63,32.97,42.63,0.97,121.12,0.0,0.0,177.44,,,5345,Sector-51
06/10/24,44.46,,23.38,10.87,36.81,,26.78,1.95,26.72,4.04,6.47,3.18,,2.8,3.23,,19.1,0.56,213.1,0.0,0.0,219.7,739.54,0.0,146,Vikas Sadan
06/10/24,31.32,60.83,72.03,70.36,141.95,,,0.67,51.63,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/10/24,58.6,124.78,2.46,22.01,12.26,187.56,3.48,0.68,24.49,3.36,18.54,,,2.75,2.86,36.68,15.1,0.92,245.79,,0.0,250.74,,,5344,Teri Gram
06/10/24,78.68,184.17,15.7,18.63,27.54,34.35,3.01,0.81,34.68,4.22,9.46,,,,13.93,37.43,19.67,1.33,295.11,0.0,0.0,222.86,,,5345,Sector-51
07/10/24,49.7,,23.08,10.93,38.39,,34.94,2.0,27.36,4.15,6.48,3.18,,2.63,2.85,,78.29,0.6,187.52,0.0,0.0,182.27,732.67,-0.02,146,Vikas Sadan
07/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/10/24,96.6,140.4,2.86,7.56,20.54,79.15,3.11,1.24,18.13,2.71,43.06,,,2.66,3.96,35.84,65.38,0.87,125.26,,0.0,151.06,,,5344,Teri Gram
07/10/24,56.18,131.61,15.62,18.64,27.4,34.32,1.84,0.77,32.71,4.32,5.66,,,,19.94,31.53,81.12,0.69,227.1,0.0,0.0,162.11,,,5345,Sector-51
08/10/24,38.77,,23.5,10.83,37.4,,6.83,2.02,28.08,4.18,6.5,3.18,,2.7,3.19,,94.71,0.63,182.73,0.08,0.08,117.46,722.55,-0.06,146,Vikas Sadan
08/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/10/24,58.7,91.18,6.31,4.32,14.62,28.45,3.05,0.63,18.52,3.29,17.31,,,2.11,1.62,34.4,65.32,,,,0.0,,,,5344,Teri Gram
08/10/24,45.06,120.2,15.68,18.62,27.57,34.19,8.38,0.73,29.99,4.06,2.95,,,,9.45,28.22,,0.53,193.86,0.62,0.61,90.05,,,5345,Sector-51
09/10/24,30.45,,23.76,11.09,37.7,,27.02,1.52,26.13,4.18,6.53,3.17,,2.81,3.19,,89.53,0.76,249.59,0.0,0.0,181.15,723.43,-0.05,146,Vikas Sadan
09/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
09/10/24,46.05,69.01,4.09,4.99,26.8,80.74,7.64,0.29,14.17,2.57,9.15,,,5.03,8.31,32.66,76.26,0.51,135.85,,0.0,337.35,,,5344,Teri Gram
09/10/24,67.87,125.69,15.61,18.65,27.18,34.0,4.17,0.66,33.65,4.28,5.32,,,,4.54,28.7,86.36,0.69,203.67,0.0,0.0,120.1,,,5345,Sector-51
10/10/24,39.4,,23.34,10.97,37.81,,14.54,1.09,26.23,4.13,6.55,3.17,,2.74,3.12,,59.95,0.87,264.82,0.0,0.0,110.98,722.57,-0.05,146,Vikas Sadan
10/10/24,,84.77,,,0.0,,,0.71,21.04,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
10/10/24,60.15,90.33,8.44,8.89,24.65,46.97,5.36,1.27,12.64,2.81,12.96,,,2.44,8.66,26.71,64.2,0.31,163.11,,0.0,356.37,,,5344,Teri Gram
10/10/24,75.67,108.1,15.68,18.6,27.58,34.07,4.61,0.88,23.09,4.32,5.36,,,,4.49,28.1,59.98,1.09,284.34,0.0,0.0,88.0,,,5345,Sector-51
11/10/24,132.77,,41.56,21.16,52.75,,11.8,3.48,29.75,7.27,7.08,3.28,,3.97,4.58,,77.33,0.92,261.95,0.0,0.0,70.21,710.73,-0.06,146,Vikas Sadan
11/10/24,143.19,,,4.22,0.39,,,1.07,80.12,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/10/24,102.76,134.84,5.16,4.24,14.26,51.34,3.42,2.0,24.35,1.98,5.39,,,2.43,1.9,29.12,49.82,0.25,68.68,,0.0,252.29,,,5344,Teri Gram
11/10/24,154.73,316.36,23.2,28.57,36.44,49.17,5.65,1.37,38.47,3.22,4.57,,,,4.53,23.94,68.82,0.8,247.62,0.0,0.0,52.32,,,5345,Sector-51
12/10/24,56.52,,41.64,21.13,52.96,,8.45,3.5,29.66,7.26,7.09,3.28,,3.94,4.61,,60.46,0.91,264.4,0.0,0.0,50.7,706.93,-0.05,146,Vikas Sadan
12/10/24,80.38,142.36,7.93,35.11,25.13,,,2.23,72.04,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/10/24,87.82,125.0,5.25,8.64,18.97,51.37,6.19,1.2,6.92,2.85,4.5,,,2.22,2.28,20.05,39.15,0.33,202.94,,0.0,312.3,,,5344,Teri Gram
12/10/24,105.25,261.55,11.96,5.17,19.98,34.43,13.26,0.87,27.43,3.92,4.84,,,,4.6,27.94,40.16,1.01,240.59,0.0,0.0,34.25,,,5345,Sector-51
13/10/24,64.3,,24.05,12.06,36.78,,23.99,1.06,20.13,3.77,6.46,3.35,,3.19,3.59,,59.07,0.96,257.35,0.0,0.0,96.31,722.39,-0.06,146,Vikas Sadan
13/10/24,,130.33,,,0.0,,,0.62,13.59,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/10/24,60.86,79.11,6.93,6.64,18.33,46.89,4.79,1.03,18.49,6.41,15.22,,,2.16,9.19,18.41,99.13,0.27,100.08,,0.0,307.81,,,5344,Teri Gram
13/10/24,122.75,184.93,15.65,18.68,27.53,34.36,4.26,1.87,25.57,4.31,5.34,,,,4.53,27.71,52.44,0.72,239.11,0.0,0.0,83.88,,,5345,Sector-51
14/10/24,65.3,,23.88,11.47,36.31,,12.84,1.09,26.74,4.07,6.53,3.23,,2.94,3.4,,51.15,0.9,260.99,0.0,0.0,96.32,721.92,-0.06,146,Vikas Sadan
14/10/24,,127.74,,,0.0,,,0.14,30.89,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/10/24,55.03,71.45,7.88,7.02,21.01,45.98,5.68,1.0,17.41,6.48,16.33,,,2.78,10.03,25.41,63.85,0.26,106.26,,0.0,303.83,,,5344,Teri Gram
14/10/24,95.38,134.28,15.62,18.38,27.6,34.61,4.9,2.01,23.79,4.33,5.54,,,,4.54,26.77,49.55,0.91,245.38,0.0,0.0,77.19,,,5345,Sector-51
15/10/24,79.33,,23.42,10.78,37.45,,11.46,1.09,28.15,4.14,6.5,3.2,,2.73,3.2,,49.0,0.91,259.04,0.0,0.0,100.6,722.2,-0.06,146,Vikas Sadan
15/10/24,,87.73,,,0.0,,,0.05,25.05,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/10/24,78.35,103.39,6.28,6.54,16.24,45.61,4.94,0.52,21.4,4.83,12.07,,,2.79,11.14,29.92,39.49,0.3,156.25,,0.0,339.81,,,5344,Teri Gram
15/10/24,113.7,146.63,15.41,19.16,21.5,34.08,6.93,1.22,30.8,3.36,4.32,,,,4.42,26.87,48.05,0.84,249.39,0.0,0.0,49.0,,,5345,Sector-51
16/10/24,85.35,,23.18,10.96,37.38,,11.76,1.28,28.03,4.13,6.48,3.16,,2.71,3.12,,53.02,0.95,258.75,0.0,0.0,100.84,720.32,-0.06,146,Vikas Sadan
16/10/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/10/24,80.76,109.41,6.28,8.86,15.78,50.7,6.64,0.67,12.62,5.54,13.67,,,4.77,11.86,23.95,74.56,0.22,81.35,,0.0,121.05,,,5344,Teri Gram
16/10/24,100.21,142.24,14.56,21.26,24.31,27.68,4.62,1.15,48.12,3.55,3.03,,,,3.65,29.45,39.15,0.7,222.09,0.0,0.0,96.26,,,5345,Sector-51
17/10/24,73.31,,23.4,10.86,37.61,,19.08,1.36,26.27,4.03,6.55,3.23,,2.79,3.17,,57.65,0.93,259.34,0.0,0.0,101.58,720.59,-0.06,146,Vikas Sadan
17/10/24,,,,,0.0,,,0.46,34.72,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
17/10/24,86.86,118.3,6.08,8.27,19.28,40.41,9.84,0.68,17.82,6.64,13.92,,,8.69,11.42,26.3,66.91,0.28,85.8,,0.0,360.44,,,5344,Teri Gram
17/10/24,93.16,115.75,15.64,18.58,26.8,34.61,5.09,1.51,40.62,4.22,5.27,,,,4.57,27.99,54.37,0.69,224.27,0.0,0.0,81.62,,,5345,Sector-51
18/10/24,82.3,,23.46,10.81,37.44,,13.03,1.39,27.54,6.42,6.51,3.14,,2.71,3.15,,59.89,0.95,259.08,0.0,0.0,94.91,717.76,-0.06,146,Vikas Sadan
18/10/24,,,,,0.0,,,0.41,27.91,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
18/10/24,88.3,108.9,5.54,10.44,17.7,40.56,3.88,0.66,26.05,6.95,15.15,,,8.65,11.42,30.78,47.27,0.27,113.93,,0.0,331.77,,,5344,Teri Gram
18/10/24,79.32,128.16,15.73,18.69,25.44,34.37,5.12,1.79,41.29,4.08,5.05,,,,4.53,30.65,38.99,0.72,229.43,0.0,0.0,62.87,,,5345,Sector-51
19/10/24,83.04,,23.21,10.82,36.84,,12.33,1.38,28.28,4.12,6.5,3.15,,2.69,3.24,,56.7,0.93,259.44,0.0,0.0,96.2,720.21,-0.06,146,Vikas Sadan
19/10/24,,77.69,,,0.0,,,0.7,26.56,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
19/10/24,88.04,102.92,6.42,8.57,19.02,51.42,7.79,0.73,33.48,7.53,16.73,,,8.08,11.64,32.88,37.67,0.27,102.23,,0.0,405.79,,,5344,Teri Gram
19/10/24,75.28,110.4,15.61,17.35,24.77,36.12,3.48,1.74,37.78,3.82,5.31,,,,4.69,27.18,55.16,0.73,247.41,0.0,0.0,77.36,,,5345,Sector-51
20/10/24,104.01,,22.93,11.1,37.68,,14.96,1.38,27.98,4.13,6.49,3.19,,2.68,3.03,,70.84,0.87,253.47,0.0,0.0,100.29,716.85,-0.06,146,Vikas Sadan
20/10/24,,180.56,,,0.0,,,2.27,25.31,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
20/10/24,102.16,130.89,5.6,8.48,20.18,52.68,5.95,0.74,35.42,7.13,16.85,,,7.14,10.13,22.32,99.13,0.37,69.22,,0.0,314.01,,,5344,Teri Gram
20/10/24,126.76,201.97,15.97,18.58,25.12,34.78,8.9,1.6,38.48,4.08,5.09,,,,4.6,27.91,68.45,0.55,185.7,0.0,0.0,52.87,,,5345,Sector-51
21/10/24,78.36,,23.51,10.81,37.55,,12.0,1.38,28.36,4.17,6.55,3.17,,2.74,3.25,,72.04,0.86,259.29,0.0,0.0,87.27,717.95,-0.06,146,Vikas Sadan
21/10/24,,283.2,,,0.0,,,2.47,17.94,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/10/24,105.13,140.46,5.02,7.35,17.41,39.87,5.53,1.07,25.52,6.63,13.31,,,5.36,8.17,29.2,64.17,0.35,66.91,,0.0,209.55,,,5344,Teri Gram
21/10/24,114.3,176.8,15.62,18.54,27.32,34.27,7.77,1.66,40.49,4.17,5.17,,,,4.53,28.8,58.6,0.61,191.63,0.0,0.0,64.03,,,5345,Sector-51
22/10/24,100.8,,23.47,10.95,37.54,,12.76,1.38,27.94,4.16,6.53,3.15,,2.77,3.2,,69.62,0.89,260.63,0.0,0.0,89.23,717.04,-0.06,146,Vikas Sadan
22/10/24,,221.02,,,0.0,,,2.64,15.82,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/10/24,111.7,139.15,4.53,9.06,14.61,26.31,5.12,1.04,27.95,8.99,17.13,,,7.2,10.34,29.48,56.33,0.29,88.85,,0.0,323.76,,,5344,Teri Gram
22/10/24,125.35,182.59,15.7,18.51,24.16,35.2,9.19,1.61,42.45,3.82,4.72,,,,4.73,27.32,61.97,0.68,245.52,0.0,0.0,69.48,,,5345,Sector-51
23/10/24,142.49,,23.37,10.82,37.47,,9.05,1.38,26.83,4.1,6.51,3.16,,2.75,3.25,,67.2,0.91,263.88,0.0,0.0,87.31,718.07,-0.05,146,Vikas Sadan
23/10/24,,289.51,,,0.0,,,2.41,28.84,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/10/24,94.25,120.22,10.2,12.5,22.87,44.19,4.65,1.29,24.28,8.15,18.58,,,9.19,12.7,27.46,60.82,0.27,193.69,,0.0,260.11,,,5344,Teri Gram
23/10/24,94.43,160.45,15.71,20.79,25.38,30.07,6.28,1.39,35.48,3.92,3.52,,,,4.03,28.9,53.77,1.26,298.38,0.0,0.0,93.73,,,5345,Sector-51
24/10/24,88.74,,23.77,10.96,37.58,,15.55,1.37,26.34,4.18,6.53,3.18,,2.76,3.28,,58.94,0.9,266.44,0.0,0.0,91.22,726.12,-0.05,146,Vikas Sadan
24/10/24,,202.55,,,0.0,,,2.34,36.26,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/10/24,92.62,115.78,9.3,9.42,19.98,47.63,4.26,1.81,36.27,5.86,13.95,,,5.88,9.23,32.05,37.59,0.32,227.31,,0.0,357.9,,,5344,Teri Gram
24/10/24,116.51,228.32,15.89,18.36,26.35,35.01,4.63,1.11,38.99,4.24,5.48,,,,4.63,26.65,59.9,1.13,283.58,0.0,0.0,58.47,,,5345,Sector-51
25/10/24,69.83,,23.47,10.84,37.33,,10.5,1.38,27.95,4.16,6.49,3.15,,2.72,3.22,,54.89,0.9,265.37,0.0,0.0,86.3,722.61,-0.05,146,Vikas Sadan
25/10/24,,168.4,,,0.0,,,2.08,32.47,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/10/24,77.07,96.27,6.74,6.08,13.2,30.99,4.76,1.34,36.62,4.85,11.93,,,6.62,10.12,31.48,37.26,0.27,191.21,,0.0,298.75,,,5344,Teri Gram
25/10/24,78.2,154.85,15.74,17.55,20.72,36.88,4.5,0.73,45.69,3.22,4.27,,,,5.0,26.22,60.98,1.38,276.53,0.0,0.0,87.74,,,5345,Sector-51
26/10/24,83.76,,23.72,10.4,37.89,,10.02,1.35,25.91,4.16,6.59,3.19,,2.84,3.34,,53.73,0.87,263.99,0.0,0.0,88.8,726.37,-0.05,146,Vikas Sadan
26/10/24,,163.31,,,0.0,,,2.33,33.27,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/10/24,105.46,130.75,4.51,9.33,12.67,26.64,4.48,1.32,30.68,6.36,12.86,,,7.66,10.37,30.36,40.39,0.3,189.2,,0.0,379.71,,,5344,Teri Gram
26/10/24,105.75,197.04,14.87,20.84,24.06,28.81,3.05,1.33,44.27,3.39,3.15,,,,3.73,28.28,47.07,1.21,269.34,0.0,0.0,91.05,,,5345,Sector-51
27/10/24,117.44,,23.49,10.82,37.51,,3.98,1.39,27.87,4.16,6.53,3.12,,2.75,3.15,,78.23,0.93,256.43,0.0,0.0,86.09,716.17,-0.06,146,Vikas Sadan
27/10/24,46.68,224.25,335.32,16.6,13.45,,,2.69,32.44,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/10/24,105.5,119.78,7.33,6.18,19.07,46.97,6.5,1.53,21.72,5.76,6.11,,,2.76,2.07,27.05,70.65,0.24,59.57,,0.0,184.4,,,5344,Teri Gram
27/10/24,88.24,173.17,15.88,17.67,22.14,36.23,1.32,1.13,43.99,3.48,4.64,,,,4.78,25.76,73.97,0.65,151.69,0.0,0.0,88.37,,,5345,Sector-51
28/10/24,105.3,,23.43,10.85,37.45,,6.94,1.4,27.97,4.15,6.51,3.13,,2.71,3.17,,71.88,0.86,267.72,0.0,0.0,84.22,716.73,-0.05,146,Vikas Sadan
28/10/24,108.64,220.11,18.37,5.47,23.66,,,2.46,28.5,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/10/24,110.44,140.07,6.99,5.66,19.07,47.1,14.51,1.33,13.4,7.92,11.87,,,6.51,1.99,26.26,83.9,0.33,72.76,,0.0,230.29,,,5344,Teri Gram
28/10/24,79.11,155.97,15.71,18.79,21.26,34.71,3.0,1.4,39.72,3.4,4.27,,,,4.73,27.72,43.41,0.79,239.66,0.0,0.0,49.89,,,5345,Sector-51
29/10/24,88.17,,23.43,10.84,37.46,,8.76,1.39,28.24,4.15,6.48,3.16,,2.73,3.21,,72.8,0.85,259.95,0.0,0.0,83.31,716.02,-0.06,146,Vikas Sadan
29/10/24,141.44,249.34,14.2,7.32,18.63,,,2.1,25.23,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/10/24,102.28,118.52,6.21,7.23,17.81,46.67,17.46,1.62,12.7,7.19,15.39,,,10.35,2.48,27.23,71.65,0.33,100.7,,0.0,319.52,,,5344,Teri Gram
29/10/24,109.06,201.06,16.1,18.01,19.95,36.01,15.17,0.84,43.9,3.26,4.23,,,,4.81,27.75,69.94,1.04,143.23,0.0,0.0,16.38,,,5345,Sector-51
30/10/24,96.51,,23.5,10.73,37.33,,8.97,1.39,27.56,4.13,6.49,3.21,,2.76,3.28,,63.49,0.95,259.93,0.0,0.0,75.76,720.66,-0.06,146,Vikas Sadan
30/10/24,137.79,201.28,7.58,11.24,18.82,,,2.28,33.98,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
30/10/24,97.19,122.41,7.8,11.87,19.96,46.97,10.8,1.83,16.45,8.33,16.06,,,11.81,2.67,26.31,70.12,0.23,123.06,,0.0,306.71,,,5344,Teri Gram
30/10/24,132.23,228.52,15.07,18.79,20.28,33.96,10.96,1.13,44.36,2.78,4.02,,,,4.01,28.85,55.2,0.77,257.5,0.0,0.0,78.99,,,5345,Sector-51
31/10/24,193.13,,22.54,17.73,41.11,,8.38,2.15,26.35,5.65,7.35,3.71,,3.53,3.12,,64.26,0.94,261.47,0.0,0.0,78.43,717.22,-0.05,146,Vikas Sadan
31/10/24,214.29,186.69,9.13,10.72,19.84,,,2.88,28.61,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
31/10/24,147.83,195.11,8.7,15.78,24.44,51.95,10.58,3.03,17.92,11.05,18.56,,,9.49,2.78,26.12,66.0,0.24,181.47,,0.0,280.49,,,5344,Teri Gram
31/10/24,173.68,249.78,17.76,20.43,25.98,39.7,6.95,1.6,36.47,3.64,4.79,,,,4.75,26.35,71.66,0.79,247.03,0.0,0.0,54.44,,,5345,Sector-51
01/11/24,64.94,,25.47,10.86,37.44,,20.97,2.77,28.08,2.45,6.59,3.16,,2.77,3.2,,89.37,0.62,243.12,0.0,0.0,57.94,719.09,-0.04,146,Vikas Sadan
01/11/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/11/24,102.34,177.78,13.09,39.13,31.04,191.09,5.58,0.91,8.49,9.36,14.0,,,8.82,10.48,13.88,70.51,0.75,288.75,,0.0,174.15,,,5344,Teri Gram
01/11/24,146.81,206.36,15.16,33.14,31.31,41.94,1.52,1.73,49.94,4.32,5.32,,,,4.53,10.08,81.44,1.07,284.16,0.0,0.0,38.57,,,5345,Sector-51
02/11/24,109.44,,23.38,11.01,36.36,,20.35,2.7,26.14,2.47,6.78,3.24,,2.83,3.2,,77.51,0.76,211.82,0.0,0.0,84.93,718.42,-0.04,146,Vikas Sadan
02/11/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/11/24,140.34,255.02,24.37,39.17,42.14,143.29,3.18,0.83,9.67,9.49,23.91,,,6.63,8.91,15.12,73.08,0.73,221.35,,0.0,238.52,,,5344,Teri Gram
02/11/24,254.16,346.22,15.85,17.97,24.95,35.31,2.57,1.54,49.1,3.92,5.02,,,,4.64,15.36,61.58,0.86,243.0,0.0,0.0,74.22,,,5345,Sector-51
03/11/24,67.04,,23.47,10.87,37.38,,32.26,2.75,26.22,2.46,6.8,3.22,,2.94,3.35,,48.51,0.55,156.38,0.0,0.0,125.26,728.8,-0.03,146,Vikas Sadan
03/11/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/11/24,95.74,256.25,21.55,30.79,49.14,113.31,2.92,0.6,25.57,2.63,16.77,,,3.2,3.42,20.68,55.62,0.87,181.85,,0.0,170.68,,,5344,Teri Gram
03/11/24,122.09,229.76,15.78,18.58,27.6,34.32,3.12,1.3,49.95,4.34,5.36,,,,4.52,23.62,44.09,0.71,222.24,0.0,0.0,102.44,,,5345,Sector-51
04/11/24,93.56,,23.41,10.94,37.58,,25.71,2.92,26.59,4.11,6.55,3.19,,2.79,3.27,,25.03,0.63,148.62,0.0,0.0,172.25,729.16,-0.02,146,Vikas Sadan
04/11/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/11/24,98.53,264.55,21.33,37.83,59.12,214.24,3.29,0.51,29.74,3.8,42.02,,,8.33,5.22,31.82,22.64,0.84,127.15,,0.0,206.05,,,5344,Teri Gram
04/11/24,168.96,241.91,15.68,18.66,27.52,34.44,2.62,1.17,49.94,4.32,5.38,,,,4.55,31.16,17.66,0.58,155.87,0.0,0.0,126.82,,,5345,Sector-51
05/11/24,92.86,,23.8,10.81,37.02,,15.51,3.12,32.3,4.2,6.77,2.7,,2.38,3.26,,35.66,0.62,103.61,0.0,0.0,258.74,732.13,-0.01,146,Vikas Sadan
05/11/24,57.24,247.12,12.61,15.83,33.87,,,0.49,61.03,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/11/24,207.72,339.69,5.95,37.51,16.85,102.53,4.61,0.63,100.13,2.61,36.31,,,2.03,3.74,31.93,34.29,1.01,222.25,,0.0,100.45,,,5344,Teri Gram
05/11/24,124.12,310.37,15.65,18.78,27.49,33.68,2.45,0.8,50.95,4.26,4.34,,,,4.47,32.35,35.78,0.91,214.82,0.0,0.0,174.81,,,5345,Sector-51
06/11/24,85.45,,23.43,10.89,37.35,,25.15,2.02,27.01,4.17,6.52,3.18,,2.8,3.29,,19.2,0.7,215.52,0.0,0.0,214.96,739.76,-0.02,146,Vikas Sadan
06/11/24,48.07,198.19,9.08,74.52,83.6,,,1.26,46.22,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/11/24,84.21,185.93,2.75,17.12,9.69,450.37,3.12,0.85,25.74,3.54,23.2,,,2.13,3.05,32.37,15.53,0.81,188.64,,0.0,205.74,,,5344,Teri Gram
06/11/24,110.67,270.48,15.68,18.62,27.5,34.14,3.26,1.07,37.71,4.18,7.72,,,,21.05,37.77,19.77,0.96,229.22,0.0,0.0,204.76,,,5345,Sector-51
07/11/24,29.64,,23.35,10.51,37.48,,38.29,1.96,27.51,4.19,6.43,3.26,,2.79,3.27,,69.1,0.5,232.59,0.0,0.0,201.61,736.08,-0.02,146,Vikas Sadan
07/11/24,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/11/24,112.97,153.68,3.63,5.65,15.75,58.66,3.05,0.89,26.13,2.76,24.92,,,2.54,3.13,33.54,84.45,0.79,153.21,,0.0,212.54,,,5344,Teri Gram
